cv_fold,snp_count,model,score
89,5000,Naive Bayes,0.86
89,5000,Random Forest,0.86
89,5000,SVC,0.93
89,All,Logistic Regression,0.69
89,All,Naive Bayes,0.79
89,All,Random Forest,0.76
89,All,SVC,0.76
90,1,Logistic Regression,0.6
90,1,Naive Bayes,0.6
90,1,Random Forest,0.6
90,1,SVC,0.6
90,10,Logistic Regression,0.76
90,10,Naive Bayes,0.69
90,10,Random Forest,0.71
90,10,SVC,0.79
90,50,Logistic Regression,0.81
90,50,Naive Bayes,0.69
90,50,Random Forest,0.74
90,50,SVC,0.81
90,100,Logistic Regression,0.93
90,100,Naive Bayes,0.81
90,100,Random Forest,0.83
90,100,SVC,0.79
90,500,Logistic Regression,0.88
90,500,Naive Bayes,0.79
90,500,Random Forest,0.76
90,500,SVC,0.9
90,2000,Logistic Regression,0.95
90,2000,Naive Bayes,0.83
90,2000,Random Forest,0.81
90,2000,SVC,0.95
90,5000,Logistic Regression,0.98
90,5000,Naive Bayes,0.86
90,5000,Random Forest,0.83
90,5000,SVC,0.98
90,All,Logistic Regression,0.64
90,All,Naive Bayes,0.67
90,All,Random Forest,0.62
90,All,SVC,0.6
91,1,Logistic Regression,0.5
91,1,Naive Bayes,0.45
91,1,Random Forest,0.5
91,1,SVC,0.5
91,10,Logistic Regression,0.76
91,10,Naive Bayes,0.83
91,10,Random Forest,0.83
91,10,SVC,0.76
91,50,Logistic Regression,0.88
91,50,Naive Bayes,0.88
91,50,Random Forest,0.81
91,50,SVC,0.86
91,100,Logistic Regression,0.88
91,100,Naive Bayes,0.9
91,100,Random Forest,0.83
91,100,SVC,0.83
91,500,Logistic Regression,0.9
91,500,Naive Bayes,0.93
91,500,Random Forest,0.9
91,500,SVC,0.93
91,2000,Logistic Regression,0.93
91,2000,Naive Bayes,0.95
91,2000,Random Forest,0.88
91,2000,SVC,0.9
91,5000,Logistic Regression,0.9
91,5000,Naive Bayes,0.93
91,5000,Random Forest,0.88
91,5000,SVC,0.88
91,All,Logistic Regression,0.74
91,All,Naive Bayes,0.83
91,All,Random Forest,0.79
91,All,SVC,0.74
92,1,Logistic Regression,0.57
92,1,Naive Bayes,0.5
92,1,Random Forest,0.57
92,1,SVC,0.57
92,10,Logistic Regression,0.79
92,10,Naive Bayes,0.67
92,10,Random Forest,0.71
92,10,SVC,0.74
92,50,Logistic Regression,0.81
92,50,Naive Bayes,0.69
92,50,Random Forest,0.79
92,50,SVC,0.79
92,100,Logistic Regression,0.86
92,100,Naive Bayes,0.76
92,100,Random Forest,0.83
92,100,SVC,0.86
92,500,Logistic Regression,0.93
92,500,Naive Bayes,0.79
92,500,Random Forest,0.83
92,500,SVC,0.9
92,2000,Logistic Regression,0.95
92,2000,Naive Bayes,0.83
92,2000,Random Forest,0.83
92,2000,SVC,0.93
92,5000,Logistic Regression,0.9
92,5000,Naive Bayes,0.88
92,5000,Random Forest,0.79
92,5000,SVC,0.9
92,All,Logistic Regression,0.64
92,All,Naive Bayes,0.69
92,All,Random Forest,0.64
92,All,SVC,0.62
93,1,Logistic Regression,0.57
93,1,Naive Bayes,0.48
93,1,Random Forest,0.57
93,1,SVC,0.57
93,10,Logistic Regression,0.74
93,10,Naive Bayes,0.64
93,10,Random Forest,0.74
93,10,SVC,0.74
93,50,Logistic Regression,0.83
93,50,Naive Bayes,0.69
93,50,Random Forest,0.71
93,50,SVC,0.74
93,100,Logistic Regression,0.83
93,100,Naive Bayes,0.71
93,100,Random Forest,0.76
93,100,SVC,0.76
93,500,Logistic Regression,0.93
93,500,Naive Bayes,0.71
93,500,Random Forest,0.74
93,500,SVC,0.9
93,2000,Logistic Regression,0.95
93,2000,Naive Bayes,0.81
93,2000,Random Forest,0.81
93,2000,SVC,0.95
93,5000,Logistic Regression,0.95
93,5000,Naive Bayes,0.81
93,5000,Random Forest,0.74
93,5000,SVC,0.95
93,All,Logistic Regression,0.6
93,All,Naive Bayes,0.64
93,All,Random Forest,0.62
93,All,SVC,0.6
94,1,Logistic Regression,0.62
94,1,Naive Bayes,0.55
94,1,Random Forest,0.62
94,1,SVC,0.62
94,10,Logistic Regression,0.69
94,10,Naive Bayes,0.67
94,10,Random Forest,0.76
94,10,SVC,0.76
94,50,Logistic Regression,0.86
94,50,Naive Bayes,0.79
94,50,Random Forest,0.74
94,50,SVC,0.86
94,100,Logistic Regression,0.9
94,100,Naive Bayes,0.81
94,100,Random Forest,0.83
94,100,SVC,0.79
94,500,Logistic Regression,0.79
94,500,Naive Bayes,0.79
94,500,Random Forest,0.79
94,500,SVC,0.76
94,2000,Logistic Regression,0.88
94,2000,Naive Bayes,0.86
94,2000,Random Forest,0.79
94,2000,SVC,0.86
94,5000,Logistic Regression,0.86
94,5000,Naive Bayes,0.88
94,5000,Random Forest,0.86
94,5000,SVC,0.86
94,All,Logistic Regression,0.52
94,All,Naive Bayes,0.74
94,All,Random Forest,0.6
94,All,SVC,0.55
95,1,Logistic Regression,0.57
95,1,Naive Bayes,0.55
95,1,Random Forest,0.57
95,1,SVC,0.57
95,10,Logistic Regression,0.71
95,10,Naive Bayes,0.62
95,10,Random Forest,0.69
95,10,SVC,0.69
95,50,Logistic Regression,0.79
95,50,Naive Bayes,0.69
95,50,Random Forest,0.71
95,50,SVC,0.79
95,100,Logistic Regression,0.79
95,100,Naive Bayes,0.71
95,100,Random Forest,0.74
95,100,SVC,0.74
95,500,Logistic Regression,0.86
95,500,Naive Bayes,0.67
95,500,Random Forest,0.64
95,500,SVC,0.86
95,2000,Logistic Regression,0.88
95,2000,Naive Bayes,0.79
95,2000,Random Forest,0.79
95,2000,SVC,0.88
95,5000,Logistic Regression,0.86
95,5000,Naive Bayes,0.81
95,5000,Random Forest,0.71
95,5000,SVC,0.86
95,All,Logistic Regression,0.6
95,All,Naive Bayes,0.64
95,All,Random Forest,0.64
95,All,SVC,0.6
96,1,Logistic Regression,0.48
96,1,Naive Bayes,0.45
96,1,Random Forest,0.6
96,1,SVC,0.45
96,10,Logistic Regression,0.79
96,10,Naive Bayes,0.71
96,10,Random Forest,0.76
96,10,SVC,0.81
96,50,Logistic Regression,0.79
96,50,Naive Bayes,0.71
96,50,Random Forest,0.81
96,50,SVC,0.79
96,100,Logistic Regression,0.81
96,100,Naive Bayes,0.74
96,100,Random Forest,0.81
96,100,SVC,0.76
96,500,Logistic Regression,0.86
96,500,Naive Bayes,0.74
96,500,Random Forest,0.79
96,500,SVC,0.86
96,2000,Logistic Regression,0.93
96,2000,Naive Bayes,0.81
96,2000,Random Forest,0.79
96,2000,SVC,0.9
96,5000,Logistic Regression,0.83
96,5000,Naive Bayes,0.79
96,5000,Random Forest,0.79
96,5000,SVC,0.88
96,All,Logistic Regression,0.67
96,All,Naive Bayes,0.74
96,All,Random Forest,0.69
96,All,SVC,0.69
97,1,Logistic Regression,0.62
97,1,Naive Bayes,0.62
97,1,Random Forest,0.62
97,1,SVC,0.62
97,10,Logistic Regression,0.83
97,10,Naive Bayes,0.86
97,10,Random Forest,0.81
97,10,SVC,0.88
97,50,Logistic Regression,0.95
97,50,Naive Bayes,0.9
97,50,Random Forest,0.9
97,50,SVC,0.95
97,100,Logistic Regression,0.98
97,100,Naive Bayes,0.88
97,100,Random Forest,0.88
97,100,SVC,0.93
97,500,Logistic Regression,0.95
97,500,Naive Bayes,0.93
97,500,Random Forest,0.95
97,500,SVC,0.95
97,2000,Logistic Regression,0.98
97,2000,Naive Bayes,0.98
97,2000,Random Forest,0.93
97,2000,SVC,0.95
97,5000,Logistic Regression,0.98
97,5000,Naive Bayes,0.93
97,5000,Random Forest,0.9
97,5000,SVC,0.95
97,All,Logistic Regression,0.79
97,All,Naive Bayes,0.86
97,All,Random Forest,0.83
97,All,SVC,0.83
98,1,Logistic Regression,0.62
98,1,Naive Bayes,0.5
98,1,Random Forest,0.62
98,1,SVC,0.62
98,10,Logistic Regression,0.83
98,10,Naive Bayes,0.76
98,10,Random Forest,0.83
98,10,SVC,0.83
98,50,Logistic Regression,0.93
98,50,Naive Bayes,0.79
98,50,Random Forest,0.83
98,50,SVC,0.88
98,100,Logistic Regression,0.93
98,100,Naive Bayes,0.81
98,100,Random Forest,0.83
98,100,SVC,0.83
98,500,Logistic Regression,0.93
98,500,Naive Bayes,0.76
98,500,Random Forest,0.86
98,500,SVC,0.93
98,2000,Logistic Regression,0.98
98,2000,Naive Bayes,0.9
98,2000,Random Forest,0.81
98,2000,SVC,0.95
98,5000,Logistic Regression,0.98
98,5000,Naive Bayes,0.9
98,5000,Random Forest,0.81
98,5000,SVC,0.98
98,All,Logistic Regression,0.64
98,All,Naive Bayes,0.71
98,All,Random Forest,0.71
98,All,SVC,0.64
99,1,Logistic Regression,0.62
99,1,Naive Bayes,0.5
99,1,Random Forest,0.62
99,1,SVC,0.62
99,10,Logistic Regression,0.81
99,10,Naive Bayes,0.64
99,10,Random Forest,0.74
99,10,SVC,0.76
99,50,Logistic Regression,0.86
99,50,Naive Bayes,0.74
99,50,Random Forest,0.79
99,50,SVC,0.83
99,100,Logistic Regression,0.9
99,100,Naive Bayes,0.76
99,100,Random Forest,0.86
99,100,SVC,0.9
99,500,Logistic Regression,0.98
99,500,Naive Bayes,0.79
99,500,Random Forest,0.86
99,500,SVC,0.93
99,2000,Logistic Regression,0.98
99,2000,Naive Bayes,0.88
99,2000,Random Forest,0.79
99,2000,SVC,0.93
99,5000,Logistic Regression,0.93
99,5000,Naive Bayes,0.88
99,5000,Random Forest,0.86
99,5000,SVC,0.95
99,All,Logistic Regression,0.67
99,All,Naive Bayes,0.67
99,All,Random Forest,0.67
99,All,SVC,0.64
100,1,Logistic Regression,0.6
100,1,Naive Bayes,0.52
100,1,Random Forest,0.6
100,1,SVC,0.6
100,10,Logistic Regression,0.74
100,10,Naive Bayes,0.67
100,10,Random Forest,0.71
100,10,SVC,0.81
100,50,Logistic Regression,0.88
100,50,Naive Bayes,0.71
100,50,Random Forest,0.83
100,50,SVC,0.88
100,100,Logistic Regression,0.88
100,100,Naive Bayes,0.71
100,100,Random Forest,0.83
100,100,SVC,0.86
100,500,Logistic Regression,0.88
100,500,Naive Bayes,0.76
100,500,Random Forest,0.81
100,500,SVC,0.88
100,2000,Logistic Regression,0.9
100,2000,Naive Bayes,0.81
100,2000,Random Forest,0.83
100,2000,SVC,0.88
100,5000,Logistic Regression,0.9
100,5000,Naive Bayes,0.86
100,5000,Random Forest,0.83
100,5000,SVC,0.93
100,All,Logistic Regression,0.6
100,All,Naive Bayes,0.67
100,All,Random Forest,0.64
100,All,SVC,0.62
